# GENERATED by hc-conformance --write-coverage-traceability. One row per (fixture,
# obligation) pair this fixture witnesses, joined from three already-checked-in ledgers --
# never recomputed here, so this file costs no re-parse of its own. layer is Surface
# (semantic-coverage-evidence.tsv), Interface (interface-inventory.tsv +
# interface-witness.tsv), or Construct (construct-claim-corroboration.tsv); the chain/
# junction layer is out of scope (owned by interaction-chains.tsv's own generator).
# status vocabulary differs per layer -- see GrammarCoverageLedger's *Status methods --
# but 'witnessed' always means the same thing: a word-level counterfactual delta, never
# mere presence. detail carries the underlying verdict/claim-count for that reason.
fixture	layer	obligation	status	detail
languages/fusional-realizational-morphology	Interface	Stratum.characterDefinitionTable	required-by-dtd	RequiredByDtd
languages/fusional-realizational-morphology	Interface	Stratum.morphologicalRules	witnessed	Evidenced
languages/fusional-realizational-morphology	Construct	AffixProcessRule: prefix/suffix/circumfix/infix	claimed-unmapped	6 claim(s)
languages/fusional-realizational-morphology	Construct	CompoundingRule	claimed-confirmed	8 claim(s)
languages/fusional-realizational-morphology	Construct	CompoundingRule constraints (MaxApplicationCount/Blockable/head-nonhead syntactic features)	claimed-confirmed	6 claim(s)
languages/fusional-realizational-morphology	Construct	MPR features/groups	claimed-unmapped	16 claim(s)
languages/fusional-realizational-morphology	Construct	MorphologicalOutputAction: ModifyFromInput/InsertSimpleContext	claimed-confirmed	1 claim(s)
languages/fusional-realizational-morphology	Construct	RealizationalAffixProcessRule	claimed-unmapped	6 claim(s)
languages/fusional-realizational-morphology	Construct	Stem names	claimed-unmapped	12 claim(s)
languages/metathesis-phase-isolation	Surface	dtd:enum/MorphologicalOutput/redupMorphType/prefix	witnessed	Evidenced
languages/metathesis-phase-isolation	Interface	BoundaryMarker.boundary	required-by-dtd	RequiredByDtd
languages/metathesis-phase-isolation	Interface	CopyFromInput.index	required-by-dtd	RequiredByDtd
languages/metathesis-phase-isolation	Interface	FeatureValue.feature	required-by-dtd	RequiredByDtd
languages/metathesis-phase-isolation	Interface	FeatureValue.symbolValues	required-by-loader	RequiredByLoader
languages/metathesis-phase-isolation	Interface	LexicalEntry.partOfSpeech	witnessed	Evidenced
languages/metathesis-phase-isolation	Interface	MetathesisRule.leftSwitch	required-by-dtd	RequiredByDtd
languages/metathesis-phase-isolation	Interface	MetathesisRule.rightSwitch	required-by-dtd	RequiredByDtd
languages/metathesis-phase-isolation	Interface	MorphologicalRule.outputPartOfSpeech	present-but-inert	Unobservable
languages/metathesis-phase-isolation	Interface	MorphologicalRule.requiredPartsOfSpeech	present-but-inert	Unobservable
languages/metathesis-phase-isolation	Interface	PhonologicalSubrule.requiredPartsOfSpeech	witnessed	Evidenced
languages/metathesis-phase-isolation	Interface	Segment.segment	required-by-dtd	RequiredByDtd
languages/metathesis-phase-isolation	Interface	SimpleContext.naturalClass	required-by-dtd	RequiredByDtd
languages/metathesis-phase-isolation	Interface	Stratum.characterDefinitionTable	required-by-dtd	RequiredByDtd
languages/metathesis-phase-isolation	Interface	Stratum.morphologicalRules	witnessed	Evidenced
languages/metathesis-phase-isolation	Interface	Stratum.phonologicalRules	witnessed	Evidenced
languages/metathesis-phase-isolation	Construct	AffixProcessRule: prefix/suffix/circumfix/infix	claimed-unmapped	5 claim(s)
languages/metathesis-phase-isolation	Construct	AffixProcessRule: reduplication (ReduplicationHint)	claimed-unmapped	2 claim(s)
languages/metathesis-phase-isolation	Construct	AffixProcessRule: subtraction/truncation	claimed-unmapped	1 claim(s)
languages/metathesis-phase-isolation	Construct	Boundary markers (CharacterDefinitionTable)	claimed-confirmed	1 claim(s)
languages/metathesis-phase-isolation	Construct	MetathesisRule	claimed-confirmed	3 claim(s)
languages/metathesis-phase-isolation	Construct	MorphologicalOutputAction: CopyFromInput/InsertSegments	claimed-confirmed	3 claim(s)
languages/metathesis-phase-isolation	Construct	RewriteRule Iterative (epenthesis/deletion/feature/expansion/merge)	claimed-unmapped	3 claim(s)
languages/polysynthetic-stratal-derivation-chain	Interface	CompoundingRule.headPartsOfSpeech	witnessed	Evidenced
languages/polysynthetic-stratal-derivation-chain	Interface	CompoundingRule.nonHeadPartsOfSpeech	present-but-inert	Unobservable
languages/polysynthetic-stratal-derivation-chain	Interface	CopyFromInput.index	required-by-dtd	RequiredByDtd
languages/polysynthetic-stratal-derivation-chain	Interface	FeatureValue.feature	required-by-dtd	RequiredByDtd
languages/polysynthetic-stratal-derivation-chain	Interface	FeatureValue.symbolValues	required-by-loader	RequiredByLoader
languages/polysynthetic-stratal-derivation-chain	Interface	LexicalEntry.partOfSpeech	witnessed	Evidenced
languages/polysynthetic-stratal-derivation-chain	Interface	MorphologicalRule.outputPartOfSpeech	witnessed	Evidenced
languages/polysynthetic-stratal-derivation-chain	Interface	MorphologicalRule.requiredPartsOfSpeech	witnessed	Evidenced
languages/polysynthetic-stratal-derivation-chain	Interface	PhonologicalSubrule.requiredPartsOfSpeech	witnessed	Evidenced
languages/polysynthetic-stratal-derivation-chain	Interface	Segment.segment	required-by-dtd	RequiredByDtd
languages/polysynthetic-stratal-derivation-chain	Interface	SimpleContext.naturalClass	required-by-dtd	RequiredByDtd
languages/polysynthetic-stratal-derivation-chain	Interface	Stratum.characterDefinitionTable	required-by-dtd	RequiredByDtd
languages/polysynthetic-stratal-derivation-chain	Interface	Stratum.morphologicalRules	witnessed	Evidenced
languages/polysynthetic-stratal-derivation-chain	Interface	Stratum.phonologicalRules	witnessed	Evidenced
languages/polysynthetic-stratal-derivation-chain	Construct	AffixProcessRule: prefix/suffix/circumfix/infix	claimed-unmapped	3 claim(s)
languages/polysynthetic-stratal-derivation-chain	Construct	Boundary markers (CharacterDefinitionTable)	claimed-confirmed	4 claim(s)
languages/polysynthetic-stratal-derivation-chain	Construct	CompoundingRule	claimed-confirmed	9 claim(s)
languages/polysynthetic-stratal-derivation-chain	Construct	Guesser/LexicalGuess	claimed-unmapped	4 claim(s)
languages/polysynthetic-stratal-derivation-chain	Construct	RewriteRule Iterative (epenthesis/deletion/feature/expansion/merge)	claimed-unmapped	13 claim(s)
languages/polysynthetic-stratal-derivation-chain	Construct	Stratum (Linear/Unordered rule order)	claimed-confirmed	2 claim(s)
languages/prefixal-discontinuous-slot-dependency	Interface	AffixTemplate.requiredPartsOfSpeech	present-but-inert	Unobservable
languages/prefixal-discontinuous-slot-dependency	Interface	CopyFromInput.index	required-by-dtd	RequiredByDtd
languages/prefixal-discontinuous-slot-dependency	Interface	LexicalEntry.partOfSpeech	present-but-inert	Unobservable
languages/prefixal-discontinuous-slot-dependency	Interface	LexicalEntry.ruleFeatures	witnessed	Evidenced
languages/prefixal-discontinuous-slot-dependency	Interface	MorphologicalInput.requiredMPRFeatures	witnessed	Evidenced
languages/prefixal-discontinuous-slot-dependency	Interface	MorphologicalOutput.MPRFeatures	witnessed	Evidenced
languages/prefixal-discontinuous-slot-dependency	Interface	MorphologicalRule.outputPartOfSpeech	present-but-inert	Unobservable
languages/prefixal-discontinuous-slot-dependency	Interface	MorphologicalRule.requiredPartsOfSpeech	present-but-inert	Unobservable
languages/prefixal-discontinuous-slot-dependency	Interface	SimpleContext.naturalClass	required-by-dtd	RequiredByDtd
languages/prefixal-discontinuous-slot-dependency	Interface	Slot.morphologicalRules	required-by-dtd	RequiredByDtd
languages/prefixal-discontinuous-slot-dependency	Interface	Stratum.characterDefinitionTable	required-by-dtd	RequiredByDtd
languages/prefixal-discontinuous-slot-dependency	Construct	Affix template slots (obligatory/disjunctive/ordering)	claimed-unmapped	10 claim(s)
languages/suffixing-evidential-adjacency-chain	Surface	dtd:element/MorphemeCoOccurrenceRules	witnessed	Evidenced
languages/suffixing-evidential-adjacency-chain	Surface	dtd:enum/AllomorphCoOccurrenceRule/adjacency/anywhere	witnessed	Evidenced
languages/suffixing-evidential-adjacency-chain	Surface	dtd:enum/AllomorphCoOccurrenceRule/isActive/yes	witnessed	Evidenced
languages/suffixing-evidential-adjacency-chain	Surface	dtd:enum/AllomorphCoOccurrenceRule/type/exclude	witnessed	Evidenced
languages/suffixing-evidential-adjacency-chain	Surface	dtd:enum/MorphemeCoOccurrenceRule/adjacency/adjacentToLeft	witnessed	Evidenced
languages/suffixing-evidential-adjacency-chain	Surface	dtd:enum/MorphemeCoOccurrenceRule/adjacency/adjacentToRight	witnessed	Evidenced
languages/suffixing-evidential-adjacency-chain	Surface	dtd:enum/MorphemeCoOccurrenceRule/adjacency/somewhereToLeft	witnessed	Evidenced
languages/suffixing-evidential-adjacency-chain	Surface	dtd:enum/MorphemeCoOccurrenceRule/adjacency/somewhereToRight	witnessed	Evidenced
languages/suffixing-evidential-adjacency-chain	Surface	dtd:enum/MorphemeCoOccurrenceRule/isActive/yes	witnessed	Evidenced
languages/suffixing-evidential-adjacency-chain	Surface	dtd:enum/MorphemeCoOccurrenceRule/type/exclude	witnessed	Evidenced
languages/suffixing-evidential-adjacency-chain	Interface	AffixTemplate.requiredPartsOfSpeech	present-but-inert	Unobservable
languages/suffixing-evidential-adjacency-chain	Interface	AllomorphCoOccurrenceRule.otherAllomorphs	required-by-dtd	RequiredByDtd
languages/suffixing-evidential-adjacency-chain	Interface	AllomorphCoOccurrenceRule.primaryAllomorph	required-by-dtd	RequiredByDtd
languages/suffixing-evidential-adjacency-chain	Interface	CopyFromInput.index	required-by-dtd	RequiredByDtd
languages/suffixing-evidential-adjacency-chain	Interface	LexicalEntry.partOfSpeech	present-but-inert	Unobservable
languages/suffixing-evidential-adjacency-chain	Interface	MorphemeCoOccurrenceRule.otherMorphemes	required-by-dtd	RequiredByDtd
languages/suffixing-evidential-adjacency-chain	Interface	MorphemeCoOccurrenceRule.primaryMorpheme	required-by-dtd	RequiredByDtd
languages/suffixing-evidential-adjacency-chain	Interface	MorphologicalRule.outputPartOfSpeech	present-but-inert	Unobservable
languages/suffixing-evidential-adjacency-chain	Interface	MorphologicalRule.requiredPartsOfSpeech	present-but-inert	Unobservable
languages/suffixing-evidential-adjacency-chain	Interface	Segment.segment	required-by-dtd	RequiredByDtd
languages/suffixing-evidential-adjacency-chain	Interface	SimpleContext.naturalClass	required-by-dtd	RequiredByDtd
languages/suffixing-evidential-adjacency-chain	Interface	Slot.morphologicalRules	required-by-dtd	RequiredByDtd
languages/suffixing-evidential-adjacency-chain	Interface	Stratum.characterDefinitionTable	required-by-dtd	RequiredByDtd
languages/suffixing-evidential-adjacency-chain	Interface	Stratum.morphologicalRules	present-but-inert	Unobservable
languages/suffixing-evidential-adjacency-chain	Construct	Affix template slots (obligatory/disjunctive/ordering)	claimed-unmapped	12 claim(s)
languages/suffixing-evidential-adjacency-chain	Construct	Disjunctive allomorphs / free-fluctuation	claimed-unmapped	2 claim(s)
languages/suffixing-evidential-adjacency-chain	Construct	MorphemeCoOccurrenceRule/AllomorphCoOccurrenceRule	claimed-confirmed	15 claim(s)
languages/suffixing-extension-slot-ordering	Surface	dtd:enum/MorphologicalOutput/redupMorphType/suffix	witnessed	Evidenced
languages/suffixing-extension-slot-ordering	Interface	AffixTemplate.requiredPartsOfSpeech	witnessed	Evidenced
languages/suffixing-extension-slot-ordering	Interface	Allomorph.stemName	witnessed	Evidenced
languages/suffixing-extension-slot-ordering	Interface	CopyFromInput.index	required-by-dtd	RequiredByDtd
languages/suffixing-extension-slot-ordering	Interface	FeatureValue.feature	required-by-dtd	RequiredByDtd
languages/suffixing-extension-slot-ordering	Interface	FeatureValue.symbolValues	required-by-loader	RequiredByLoader
languages/suffixing-extension-slot-ordering	Interface	LexicalEntry.family	witnessed	Evidenced
languages/suffixing-extension-slot-ordering	Interface	LexicalEntry.partOfSpeech	witnessed	Evidenced
languages/suffixing-extension-slot-ordering	Interface	LexicalEntry.ruleFeatures	witnessed	Evidenced
languages/suffixing-extension-slot-ordering	Interface	MorphologicalInput.requiredMPRFeatures	required-by-loader	RequiredByLoader
languages/suffixing-extension-slot-ordering	Interface	MorphologicalOutput.MPRFeatures	witnessed	Evidenced
languages/suffixing-extension-slot-ordering	Interface	MorphologicalPhonologicalRuleFeatureGroup.features	required-by-dtd	RequiredByDtd
languages/suffixing-extension-slot-ordering	Interface	MorphologicalRule.outputObligatoryFeatures	present-but-inert	Unobservable
languages/suffixing-extension-slot-ordering	Interface	MorphologicalRule.outputPartOfSpeech	present-but-inert	Unobservable
languages/suffixing-extension-slot-ordering	Interface	MorphologicalRule.requiredPartsOfSpeech	witnessed	Evidenced
languages/suffixing-extension-slot-ordering	Interface	MorphologicalRule.requiredStemName	witnessed	Evidenced
languages/suffixing-extension-slot-ordering	Interface	PhonologicalSubrule.excludedMPRFeatures	witnessed	Evidenced
languages/suffixing-extension-slot-ordering	Interface	PhonologicalSubrule.requiredMPRFeatures	witnessed	Evidenced
languages/suffixing-extension-slot-ordering	Interface	PhonologicalSubrule.requiredPartsOfSpeech	witnessed	Evidenced
languages/suffixing-extension-slot-ordering	Interface	SimpleContext.naturalClass	required-by-dtd	RequiredByDtd
languages/suffixing-extension-slot-ordering	Interface	Slot.morphologicalRules	required-by-dtd	RequiredByDtd
languages/suffixing-extension-slot-ordering	Interface	StemName.partsOfSpeech	required-by-dtd	RequiredByDtd
languages/suffixing-extension-slot-ordering	Interface	Stratum.characterDefinitionTable	required-by-dtd	RequiredByDtd
languages/suffixing-extension-slot-ordering	Interface	Stratum.morphologicalRules	witnessed	Evidenced
languages/suffixing-extension-slot-ordering	Interface	Stratum.phonologicalRules	witnessed	Evidenced
languages/suffixing-extension-slot-ordering	Construct	Affix template slots (obligatory/disjunctive/ordering)	claimed-unmapped	6 claim(s)
languages/suffixing-extension-slot-ordering	Construct	AffixProcessRule: reduplication (ReduplicationHint)	claimed-unmapped	1 claim(s)
languages/suffixing-extension-slot-ordering	Construct	MPR features/groups	claimed-unmapped	18 claim(s)
languages/suffixing-extension-slot-ordering	Construct	Ordinary/realizational rule constraints (MaxApplicationCount/RequiredStemName/Blockable)	claimed-confirmed	8 claim(s)
languages/suffixing-extension-slot-ordering	Construct	RealizationalAffixProcessRule	claimed-unmapped	3 claim(s)
languages/suffixing-extension-slot-ordering	Construct	RewriteRule Iterative (epenthesis/deletion/feature/expansion/merge)	claimed-unmapped	2 claim(s)
languages/suffixing-extension-slot-ordering	Construct	RewriteSubruleDef gating: required/excluded POS or MPR at the subrule level	claimed-unmapped	2 claim(s)
languages/suffixing-extension-slot-ordering	Construct	Syntactic feature agreement (RequiredHeadFeatures/OutputHeadFeatures/RequiredFootFeatures/OutputFootFeatures)	claimed-confirmed	6 claim(s)
languages/suffixing-vowel-harmony	Surface	dtd:enum/PhoneticTemplate/initialBoundaryCondition/true	witnessed	Evidenced
languages/suffixing-vowel-harmony	Interface	AffixTemplate.requiredPartsOfSpeech	witnessed	Evidenced
languages/suffixing-vowel-harmony	Interface	AlphaVariable.variableFeature	required-by-dtd	RequiredByDtd
languages/suffixing-vowel-harmony	Interface	CopyFromInput.index	required-by-dtd	RequiredByDtd
languages/suffixing-vowel-harmony	Interface	FeatureValue.feature	required-by-dtd	RequiredByDtd
languages/suffixing-vowel-harmony	Interface	FeatureValue.symbolValues	required-by-loader	RequiredByLoader
languages/suffixing-vowel-harmony	Interface	LexicalEntry.partOfSpeech	witnessed	Evidenced
languages/suffixing-vowel-harmony	Interface	MorphologicalRule.outputPartOfSpeech	present-but-inert	Unobservable
languages/suffixing-vowel-harmony	Interface	MorphologicalRule.requiredPartsOfSpeech	present-but-inert	Unobservable
languages/suffixing-vowel-harmony	Interface	PhonologicalSubrule.requiredPartsOfSpeech	witnessed	Evidenced
languages/suffixing-vowel-harmony	Interface	Segment.segment	required-by-dtd	RequiredByDtd
languages/suffixing-vowel-harmony	Interface	SimpleContext.naturalClass	required-by-dtd	RequiredByDtd
languages/suffixing-vowel-harmony	Interface	Slot.morphologicalRules	required-by-dtd	RequiredByDtd
languages/suffixing-vowel-harmony	Interface	Stratum.characterDefinitionTable	required-by-dtd	RequiredByDtd
languages/suffixing-vowel-harmony	Interface	Stratum.morphologicalRules	witnessed	Evidenced
languages/suffixing-vowel-harmony	Interface	Stratum.phonologicalRules	witnessed	Evidenced
languages/suffixing-vowel-harmony	Interface	VariableFeature.phonologicalFeature	required-by-dtd	RequiredByDtd
languages/suffixing-vowel-harmony	Construct	Affix template slots (obligatory/disjunctive/ordering)	claimed-unmapped	7 claim(s)
languages/suffixing-vowel-harmony	Construct	AffixProcessRule: prefix/suffix/circumfix/infix	claimed-unmapped	3 claim(s)
languages/suffixing-vowel-harmony	Construct	Alpha-variable phonological environments (VariableFeature/AlphaVariables)	claimed-confirmed	6 claim(s)
languages/suffixing-vowel-harmony	Construct	Boundary markers (CharacterDefinitionTable)	claimed-confirmed	2 claim(s)
languages/suffixing-vowel-harmony	Construct	NaturalClass: Segments vs FeatureNaturalClass/SegmentNaturalClass precision	claimed-confirmed	1 claim(s)
languages/suffixing-vowel-harmony	Construct	RewriteRule Iterative (epenthesis/deletion/feature/expansion/merge)	claimed-unmapped	8 claim(s)
languages/suffixing-vowel-harmony	Construct	RewriteRule Simultaneous	claimed-unmapped	9 claim(s)
languages/templatic-root-modification	Surface	dtd:element/InsertSimpleContext	witnessed	Evidenced
languages/templatic-root-modification	Surface	dtd:enum/PhonologicalRule/multipleApplicationOrder/simultaneous	witnessed	Evidenced
languages/templatic-root-modification	Interface	Allomorph.stemName	witnessed	Evidenced
languages/templatic-root-modification	Interface	CopyFromInput.index	required-by-dtd	RequiredByDtd
languages/templatic-root-modification	Interface	FeatureValue.feature	required-by-dtd	RequiredByDtd
languages/templatic-root-modification	Interface	FeatureValue.symbolValues	required-by-loader	RequiredByLoader
languages/templatic-root-modification	Interface	LexicalEntry.partOfSpeech	witnessed	Evidenced
languages/templatic-root-modification	Interface	ModifyFromInput.index	required-by-dtd	RequiredByDtd
languages/templatic-root-modification	Interface	MorphemeCoOccurrenceRule.otherMorphemes	required-by-dtd	RequiredByDtd
languages/templatic-root-modification	Interface	MorphemeCoOccurrenceRule.primaryMorpheme	required-by-dtd	RequiredByDtd
languages/templatic-root-modification	Interface	MorphologicalRule.outputPartOfSpeech	present-but-inert	Unobservable
languages/templatic-root-modification	Interface	MorphologicalRule.requiredPartsOfSpeech	witnessed	Evidenced
languages/templatic-root-modification	Interface	PhonologicalSubrule.requiredPartsOfSpeech	witnessed	Evidenced
languages/templatic-root-modification	Interface	Segment.segment	required-by-dtd	RequiredByDtd
languages/templatic-root-modification	Interface	SimpleContext.naturalClass	required-by-dtd	RequiredByDtd
languages/templatic-root-modification	Interface	StemName.partsOfSpeech	required-by-dtd	RequiredByDtd
languages/templatic-root-modification	Interface	Stratum.characterDefinitionTable	required-by-dtd	RequiredByDtd
languages/templatic-root-modification	Interface	Stratum.morphologicalRules	witnessed	Evidenced
languages/templatic-root-modification	Interface	Stratum.phonologicalRules	witnessed	Evidenced
languages/templatic-root-modification	Construct	MorphemeCoOccurrenceRule/AllomorphCoOccurrenceRule	claimed-confirmed	1 claim(s)
languages/templatic-root-modification	Construct	MorphologicalOutputAction: CopyFromInput/InsertSegments	claimed-confirmed	2 claim(s)
languages/templatic-root-modification	Construct	MorphologicalOutputAction: ModifyFromInput/InsertSimpleContext	claimed-confirmed	2 claim(s)
languages/templatic-root-modification	Construct	RewriteRule Iterative (epenthesis/deletion/feature/expansion/merge)	claimed-unmapped	6 claim(s)
languages/templatic-root-modification	Construct	RewriteRule Simultaneous	claimed-unmapped	4 claim(s)
languages/templatic-root-modification	Construct	Stem names	claimed-unmapped	8 claim(s)
